projectid,varname
99632325,4
99632366,5
99632395,3
99632410,3
99632411,1
99632529,3
99632566,62
99632636,3
99632637,12
99632652,3
99632665,1
99632695,1
99632712,3
99632752,11
99632776,1
99632808,12
99632815,1
99632832,75
99632857,16
99632902,1
99632929,1
99632942,5
99632988,3
99632998,5
99633069,13
99633087,43
99633108,6
99633130,1
99633157,1
99633217,22
99633242,1
99633246,1
99633359,2
99633409,13
99633415,2
99633417,1
99633446,2
99633456,4
99633468,5
99633512,1
99633514,2
99633528,10
99633533,1
99633547,3
99633559,11
99633625,2
99633637,1
99633650,1
99633676,10
99633708,1
99633763,9
99633770,24
99633786,8
99633787,2
99633810,1
99633823,1
99633858,1
99633865,11
99633892,1
99633901,3
99633904,8
99633907,2
99633923,13
99633968,1
99633971,4
99634028,3
99634051,4
99634085,5
99634088,9
99634131,1
99634135,1
99634144,2
99634163,7
99634174,1
99634181,1
99634188,1
99634206,17
99634208,1
99634213,2
99634216,1
99634247,2
99634265,1
99634283,1
99634304,1
99634308,124
99634318,1
99634335,1
99634388,4
99634402,1
99634414,1
99634451,2
99634480,1
99634486,1
99634492,1
99634508,1
99634541,1
99634573,1
99634592,1
99634595,1
99634611,1
99634623,2
99634624,1
99634643,2
99634675,2
99634703,11
99634705,1
99634743,1
99634760,1
99634795,4
99634798,1
99634824,4
99634846,3
99634865,1
99634868,1
99634871,1
99634880,3
99634889,3
99634899,1
99634929,8
99634949,4
99634953,2
99634955,1
99634956,6
99634965,7
99634968,2
99634985,4
99634988,1
99635014,1
99635038,2
99635046,1
99635047,5
99635081,3
99635091,1
99635115,3
99635123,2
99635178,1
99635229,117
99635257,1
99635278,1
99635320,1
99635332,2
99635368,1
99635372,1
99635397,17
99635403,2
99635412,1
99635455,4
99635459,1
99635461,2
99635462,1
99635463,1
99635466,24
99635493,2
99635498,1
99635505,3
99635527,3
99635535,1
99635548,1
99635550,2
99635609,2
99635629,2
99635651,1
99635678,11
99635707,2
99635712,1
99635717,2
99635744,16
99635750,12
99635754,1
99635768,2
99635803,2
99635840,2
99635853,14
99635870,1
99635899,2
99635923,17
99635928,2
99635947,3
99635993,2
99636000,4
99636056,1
99636082,2
99636102,1
99636168,3
99636176,2
99636196,1
99636201,1
99636212,3
99636224,2
99636253,1
99636263,2
99636304,2
99636330,1
99636339,2
99636393,12
99636404,3
99636410,2
99636412,1
99636413,4
99636452,1
99636467,11
99636486,1
99636501,2
99636525,1
99636536,2
99636560,4
99636561,3
99636567,1
99636592,1
99636593,2
99636595,1
99636600,1
99636619,1
99636624,22
99636631,17
99636659,2
99636689,2
99636697,24
99636766,2
99636794,1
99636810,5
99636814,1
99636815,1
99636835,2
99636838,1
99636865,10
99636873,1
99636920,2
99636921,4
99636922,1
99636925,2
99636954,3
99636977,5
99636997,2
99637003,13
99637036,17
99637059,4
99637067,2
99637119,1
99637120,2
99637133,1
99637144,2
99637158,1
99637164,2
99637181,1
99637186,2
99637207,2
99637278,1
99637296,3
99637300,1
99637332,1
99637335,5
99637369,1
99637370,3
99637405,2
99637419,2
99637421,2
99637446,1
99637450,27
99637452,2
99637456,3
99637462,7
99637466,2
99637486,2
99637497,1
99637505,2
99637545,1
99637565,2
99637575,1
99637591,14
99637597,1
99637661,1
99637666,3
99637680,1
99637686,2
99637760,2
99637765,3
99637766,2
99637815,2
99637871,1
99637891,1
99637924,4
99637926,1
99637930,8
99637962,1
99637981,1
99638018,1
99638027,1
99638050,2
99638063,1
99638102,2
99638115,2
99638124,1
99638126,1
99638157,6
99638202,1
99638228,1
99638242,1
99638244,1
99638247,2
99638256,6
99638264,6
99638277,1
99638287,1
99638372,1
99638397,3
99638434,2
99638450,2
99638456,10
99638479,1
99638528,11
99638560,1
99638580,1
99638619,1
99638658,2
99638716,10
99638749,1
99638773,1
99638775,1
99638781,2
99638790,2
99638795,30
99638797,5
99638811,40
99638821,10
99638849,1
99638854,1
99638877,3
99638884,2
99638887,1
99638894,2
99638938,1
99638952,80
99638969,3
99639023,1
99639030,16
99639032,13
99639051,1
99639063,3
99639088,3
99639089,2
99639123,2
99639129,1
99639136,1
99639195,2
99639201,2
99639240,2
99639241,2
99639289,5
99639303,1
99639310,3
99639317,2
99639376,4
99639397,8
99639414,1
99639415,13
99639464,1
99639484,1
99639495,1
99639515,5
99639520,2
99639544,1
99639547,1
99639550,1
99639552,1
99639567,1
99639577,1
99639581,124
99639589,2
99639592,2
99639607,7
99639620,5
99639631,2
99639692,2
99639704,4
99639714,1
99639731,12
99639761,4
99639799,12
99639806,1
99639825,2
99639834,1
99639858,2
99639859,4
99639986,17
99640011,1
99640022,3
99640029,1
99640061,1
99640064,3
99640077,1
99640132,2
99640140,1
99640142,1
99640152,11
99640171,74
99640184,4
99640206,1
99640227,2
99640285,2
99640295,24
99640299,1
99640330,1
99640333,2
99640354,1
99640359,1
99640420,1
99640435,7
99640439,4
99640480,2
99640509,2
99640550,2
99640556,2
99640601,2
99640603,2
99640607,1
99640609,1
99640642,1
99640692,1
99640694,1
99640727,4
99640733,5
99640735,1
99640750,4
99640779,2
99640815,1
99640849,2
99640862,5
99640864,272
99640882,1
99640885,3
99640902,19
99640904,9
99640915,1
99640918,18
99640931,1
99640965,5
99641044,4
99641049,9
99641065,1
99641078,1
99641097,1
99641183,2
99641199,1
99641200,3
99641206,33
99641236,5
99641284,3
99641327,1
99641333,1
99641373,3
99641402,40
99641476,1
99641479,2
99641520,3
99641554,1
99641575,3
99641583,1
99641584,1
99641608,1
99641613,5
99641629,2
99641645,1
99641657,1
99641667,1
99641716,1
99641732,12
99641747,3
99641753,4
99641765,1
99641799,3
99641839,2
99641850,2
99641871,6
99641918,1
99641952,3
99641977,2
99642004,1
99642031,2
99642036,7
99642042,27
99642046,1
99642067,2
99642143,8
99642152,6
99642161,1
99642169,2
99642185,1
99642190,2
99642196,12
99642208,3
99642211,1
99642213,19
99642234,1
99642249,2
99642255,1
99642270,2
99642323,2
99642333,1
99642342,2
99642351,20
99642354,5
99642357,1
99642364,3
99642391,4
99642432,1
99642447,1
99642454,2
99642465,2
99642483,2
99642486,1
99642544,2
99642641,1
99642654,1
99642656,5
99642669,6
99642680,2
99642722,1
99642783,2
99642807,1
99642892,1
99643066,1
99643087,12
99643185,1
99643187,2
99643190,1
99643226,2
99643238,4
99643267,2
99643292,7
99643297,1
99643300,3
99643355,1
99643367,1
99643382,1
99643401,1
99643447,1
99643469,4
99643471,1
99643478,1
99643502,1
99643521,1
99643556,1
99643558,7
99643563,1
99643607,1
99643630,1
99643679,1
99643705,1
99643727,1
99643737,2
99643756,1
99643790,1
99643800,1
99643803,2
99643805,1
99643821,1
99643872,1
99643875,2
99643895,2
99643947,2
99643949,7
99643966,3
99644065,1
99644124,4
99644132,1
99644139,1
99644147,27
99644162,6
99644189,2
99644207,1
99644224,1
99644242,1
99644245,1
99644275,1
99644293,1
99644311,1
99644314,1
99644334,1
99644357,1
99644373,1
99644390,1
99644395,3
99644402,5
99644413,11
99644420,3
99644449,1
99644482,1
99644486,1
99644508,3
99644518,2
99644561,1
99644591,1
99644599,1
99644622,14
99644672,1
99644718,1
99644723,1
99644727,47
99644791,14
99644792,1
99644802,1
99644834,1
99644840,2
99644858,272
99644859,1
99644907,24
99644946,1
99644950,15
99644967,2
99644979,1
99644981,26
99644991,1
99645011,25
99645013,1
99645038,1
99645049,1
99645095,1
99645110,4
99645153,7
99645161,1
99645176,1
99645194,1
99645219,1
99645296,1
99645390,2
99645404,1
99645415,1
99645421,25
99645429,14
99645472,2
99645475,1
99645482,1
99645537,4
99645667,1
99645678,1
99645679,1
99645680,1
99645684,1
99645766,2
99645793,1
99645818,1
99645844,12
99645877,2
99645883,1
99645918,272
99645939,12
99645992,1
99645996,1
99646018,1
99646032,1
99646037,4
99646052,1
99646059,10
99646069,1
99646113,3
99646198,1
99646206,1
99646209,1
99646210,1
99646217,45
99646218,1
99646221,12
99646226,2
99646259,1
99646275,3
99646289,1
99646299,1
99646320,46
99646330,7
99646334,5
99646338,2
99646384,4
99646429,24
99646474,1
99646491,1
99646510,7
99646525,2
99646541,1
99646560,1
99646571,1
99646588,1
99646605,1
99646702,1
99646716,87
99646731,2
99646752,2
99646765,2
99646875,2
99646905,1
99646950,1
99646952,12
99646978,1
99646981,1
99646997,3
99647036,14
99647068,3
99647085,3
99647087,8
99647116,1
99647128,4
99647208,1
99647217,3
99647245,1
99647287,2
99647289,1
99647358,3
99647380,1
99647392,2
99647422,1
99647435,1
99647441,4
99647452,1
99647486,1
99647535,11
99647550,2
99647570,1
99647579,1
99647595,2
99647633,1
99647708,1
99647726,1
99647739,1
99647749,2
99647806,1
99647840,1
99647853,1
99647859,1
99647894,2
99647957,1
99647964,3
99647972,1
99647981,1
99647987,1
99647996,1
99648038,2
99648060,1
99648068,1
99648076,2
99648112,3
99648136,2
99648144,36
99648152,1
99648169,2
99648176,1
99648193,1
99648197,1
99648264,10
99648324,4
99648389,1
99648421,4
99648425,1
99648452,2
99648453,2
99648476,67
99648494,1
99648518,2
99648541,5
99648570,4
99648588,23
99648596,2
99648636,3
99648651,2
99648656,1
99648698,1
99648766,7
99648777,1
99648794,11
99648818,1
99648843,1
99648867,1
99648886,1
99648901,1
99648931,1
99648937,1
99648955,1
99648959,2
99648962,2
99648993,1
99649000,1
99649023,6
99649036,1
99649117,1
99649154,2
99649176,5
99649190,2
99649195,2
99649265,1
99649305,3
99649319,3
99649356,1
99649410,8
99649458,2
99649472,1
99649502,8
99649527,6
99649542,26
99649620,5
99649667,2
99649694,3
99649763,1
99649814,3
99649837,2
99649850,2
99649866,1
99649894,2
99649896,1
99649912,3
99649926,1
99649938,4
99650077,1
99650093,1
99650148,1
99650171,1
99650201,1
99650207,1
99650217,2
99650221,1
99650225,1
99650292,12
99650344,53
99650353,1
99650362,1
99650393,4
99650398,1
99650408,5
99650520,7
99650543,4
99650569,1
99650629,2
99650671,1
99650687,1
99650692,1
99650694,3
99650704,1
99650708,1
99650719,2
99650797,1
99650849,4
99650921,1
99650923,19
99650958,4
99650965,1
99651011,2
99651078,5
99651116,2
99651174,1
99651185,1
99651187,1
99651262,3
99651301,1
99651317,3
99651331,2
99651354,2
99651362,1
99651363,2
99651441,4
99651456,4
99651545,8
99651600,2
99651732,1
99651736,1
99651743,33
99651759,2
99651772,1
99651786,1
99651804,1
99651811,1
99651824,2
99651827,4
99651828,2
99651854,2
99651886,4
99651896,2
99651910,2
99651979,2
99651988,3
99651990,1
99652017,2
99652029,11
99652042,1
99652056,1
99652061,1
99652072,1
99652112,13
99652115,2
99652145,3
99652195,2
99652220,45
99652229,2
99652277,1
99652314,2
99652336,2
99652343,1
99652466,1
99652547,1
99652554,1
99652654,4
99652691,1
99652693,1
99652766,1
99652800,2
99652817,2
99652856,3
99652927,2
99652928,1
99652939,1
99652959,4
99652973,1
99652974,3
99652991,1
99653042,10
99653049,4
99653062,1
99653081,11
99653111,3
99653132,1
99653141,1
99653166,1
99653311,2
99653326,6
99653339,1
99653348,2
99653377,1
99653384,1
99653405,4
99653434,4
99653458,1
99653460,5
99653475,25
99653525,10
99653548,1
99653560,1
99653568,1
99653592,1
99653601,1
99653670,1
99653680,2
99653715,1
99653746,1
99653748,1
99653764,25
99653783,12
99653815,2
99653816,1
99653852,2
99653862,4
99653895,2
99653905,1
99653952,1
99653956,6
99653961,1
99653969,1
99653993,2
99653996,75
99654045,1
99654051,3
99654091,1
99654094,1
99654107,1
99654238,1
99654240,1
99654320,3
99654324,1
99654332,4
99654361,3
99654382,1
99654388,7
99654439,4
99654451,1
99654487,16
99654508,3
99654520,1
99654559,3
99654599,1
99654685,1
99654698,1
99654757,1
99654788,3
99654789,1
99654820,1
99654875,1
99654965,80
99654979,1
99655007,1
99655026,1
99655036,2
99655069,1
99655081,3
99655084,1
99655093,1
99655213,5
99655219,3
99655223,5
99655226,1
99655227,4
99655302,5
99655373,1
99655515,2
99655530,1
99655538,2
99655566,3
99655633,1
99655634,10
99655648,2
99655800,3
99655834,1
99655836,2
99655845,1
99655855,3
99655865,3
99655887,1
99655899,1
99655912,1
99656070,269
99656077,2
99656085,2
99656094,3
99656105,2
99656118,1
99656125,1
99656139,3
99656221,2
99656241,1
99656274,1
99656282,2
99656286,4
99656311,3
99656359,15
99656447,2
99656471,4
99656493,1
99656528,11
99656597,1
99656638,1
99656655,1
99656666,4
99656705,1
99656818,110
99656919,1
99656951,6
99656957,1
99656969,1
99656987,1
99657053,1
99657088,1
99657211,1
99657238,1
99657264,6
99657291,1
99657336,3
99657396,3
99657405,2
99657418,1
99657420,1
99657428,1
99657438,3
99657459,6
99657511,6
99657512,3
99657651,2
99657700,1
99657746,2
99657754,2
99657780,2
99657794,2
99657796,1
99657809,1
99657842,1
99657971,1
99657977,1
99658004,1
99658019,1
99658143,1
99658170,4
99658291,1
99658490,2
99658504,2
99658532,1
99658560,1
99658573,3
99658574,1
99658590,1
99658679,3
99658728,1
99658739,1
99658973,1
99658996,1
99659008,8
99659077,2
99659166,3
99659386,3
99659391,1
99659415,2
99659440,1
99659466,1
99659528,2
99659591,1
99659761,2
99659968,2
99660045,1
99660067,22
99660195,1
99660218,1
99660373,3
99660479,3
99660480,4
99660553,1
99660556,1
99660682,2
99660726,4
99660776,1
99660957,3
99661028,3
99661047,1
99661110,3
99661187,2
99661201,1
99661206,6
99661300,1
99661303,1
99661306,1
99661421,1
99661426,13
99661515,1
99661517,1
99661549,1
99661735,23
99661889,25
99661907,3
99662005,6
99662084,2
99662226,45
99662228,3
99662253,4
99662410,1
99662420,74
99662422,2
99662556,2
99662589,7
99662627,1
99662636,1
99662662,11
99662712,2
99662739,1
99662766,1
99662883,1
99662887,1
99662899,1
99662937,1
99662999,1
99663012,1
99663038,1
99663081,3
99663152,1
99663171,1
99663174,4
99663211,1
99663274,1
99663338,1
99663353,2
99663372,1
99663382,2
99663414,2
99663432,2
99663455,93
99663491,1
99663532,1
99663585,1
99663635,21
99663676,3
99663837,2
99663892,1
99663936,3
99663946,2
99664064,3
99664082,1
99664084,1
99664135,2
99664186,1
99664209,2
99664247,25
99664259,1
99664365,23
99664430,1
99664464,1
99664467,7
99664480,11
99664519,12
99664572,1
99664684,1
99664706,8
99664745,1
99664778,6
99664784,2
99664900,1
99664921,3
99664979,35
99665153,1
99665293,1
99665305,4
99665332,11
99665343,1
99665351,5
99665354,1
99665420,8
99665433,3
99665449,1
99665516,2
99665519,2
99665528,1
99665550,3
99665555,8
99665569,3
99665613,1
99665626,1
99665636,1
99665703,1
99665723,1
99665825,3
99665852,1
99665911,9
99665941,26
99665970,3
99666043,2
99666050,8
99666262,13
99666278,1
99666377,7
99666391,13
99666460,1
99666547,2
99666555,1
99666607,1
99666662,7
99666667,3
99666671,1
99666733,1
99666889,1
99666895,10
99666909,1
99666931,3
99667020,2
99667028,1
99667315,1
99667434,33
99667468,4
99667494,1
99667572,2
99667682,3
99667717,1
99667765,4
99667776,3
99667788,122
99667830,4
99667836,3
99667867,1
99667933,3
99667935,9
99667994,2
99668029,1
99668189,1
99668190,1
99668322,3
99668379,1
99668519,1
99668585,1
99668588,1
99668591,1
99668616,1
99668711,3
99668767,1
99668857,1
99668892,1
99668970,2
99669005,1
99669079,1
99669106,1
99669153,1
99669210,11
99669264,2
99669329,1
99669408,1
99669501,137
99669510,1
99669553,2
99669555,2
99669562,2
99669583,6
99669607,1
99669636,1
99669647,1
99669656,3
99669666,3
99669722,4
99669724,1
99669775,2
99669805,7
99669812,1
99669851,1
99669899,9
99669951,1
99669958,4
99670006,4
99670133,1
99670195,9
99670230,3
99670252,4
99670275,1
99670277,2
99670341,1
99670356,1
99670382,2
99670395,1
99670401,1
99670456,8
99670601,1
99670669,1
99670824,14
99670942,1
99670989,1
99670995,5
99671035,7
99671036,2
99671042,1
99671066,3
99671072,1
99671142,1
99671162,1
99671193,4
99671271,1
99671288,2
99671315,2
99671338,1
99671353,3
99671357,1
99671383,3
99671469,2
99671511,39
99671547,1
99671636,1
99671703,1
99671756,1
99671928,2
99671940,2
99671997,1
99672082,1
99672092,1
99672111,35
99672183,2
99672462,1
99672545,1
99672631,150
99672684,6
99672686,1
99672713,1
99672775,2
99672823,2
99672856,2
99672872,2
99672927,1
99672939,33
99673016,4
99673021,1
99673042,1
99673048,1
99673081,3
99673086,1
99673134,1
99673155,1
99673236,2
99673274,1
99673322,3
99673331,7
99673356,2
99673585,1
99673676,1
99673757,2
99673820,1
99673897,1
99673908,1
99673972,1
99673975,1
99674015,3
99674069,2
99674076,57
99674179,1
99674226,2
99674231,4
99674250,1
99674268,3
99674302,1
99674332,10
99674395,2
99674427,1
99674433,3
99674452,2
99674453,3
99674469,1
99674488,1
99674503,1
99674540,6
99674554,1
99674591,1
99674652,5
99674686,2
99674716,1
99674763,2
99674766,4
99674837,1
99674920,2
99674948,1
99674957,2
99674972,19
99674976,5
99675054,24
99675068,6
99675078,2
99675137,1
99675144,2
99675173,1
99675182,122
99675196,19
99675197,4
99675247,1
99675385,10
99675402,62
99675443,1
99675590,2
99675599,2
99675641,1
99675677,1
99675700,1
99675885,2
99675896,2
99675917,3
99675924,33
99675930,1
99675942,1
99675987,4
99676010,1
99676012,1
99676015,5
99676022,1
99676023,2
99676041,4
99676053,1
99676069,2
99676146,1
99676188,4
99676224,1
99676225,1
99676231,1
99676252,1
99676297,2
99676351,16
99676359,1
99676362,2
99676371,4
99676385,1
99676402,1
99676426,1
99676471,1
99676487,3
99676506,33
99676520,4
99676549,4
99676664,9
99676690,74
99676709,4
99676712,2
99676722,4
99676813,3
99676824,7
99676848,4
99676900,75
99676906,4
99677139,2
99677375,1
99677377,4
99677397,1
99677404,3
99677481,4
99677611,1
99677669,1
99677670,1
99677755,2
99677775,4
99677776,1
99677848,1
99677850,7
99677911,2
99678056,2
99678066,2
99678135,1
99678176,1
99678287,1
99678315,3
99678366,1
99678389,3
99678562,2
99678600,1
99678624,1
99678688,1
99678710,15
99678754,9
99678806,3
99678891,1
99679012,1
99679026,4
99679045,1
99679071,11
99679161,1
99679176,2
99679222,2
99679283,2
99679325,1
99679435,1
99679510,4
99679569,15
99679613,1
99679621,1
99679674,2
99679699,8
99679892,1
99679906,1
99679918,8
99679964,2
99679987,2
99679988,1
99680039,4
99680073,1
99680076,1
99680164,1
99680171,4
99680207,1
99680227,2
99680247,1
99680307,6
99680363,2
99680417,1
99680429,12
99680451,1
99680465,1
99680485,6
99680523,1
99680535,1
99680615,1
99680668,1
99680835,1
99680865,1
99680867,4
99680951,4
99680985,26
99681002,3
99681019,1
99681033,1
99681047,11
99681099,3
99681169,1
99681179,6
99681201,1
99681213,1
99681296,1
99681319,1
99681320,122
99681395,1
99681433,3
99681438,21
99681448,1
99681460,1
99681463,1
99681471,125
99681551,4
99681561,5
99681670,10
99681773,3
99681805,1
99681929,1
99681945,1
99681968,2
99682071,1
99682080,33
99682430,1
99682451,1
99682478,1
99682484,61
99682500,22
99682503,1
99682524,6
99682613,2
99682650,3
99682653,16
99682691,1
99682694,2
99682759,2
99682775,5
99682849,3
99682858,4
99682870,1
99682872,3
99682889,1
99682892,1
99683023,1
99683042,2
99683044,1
99683073,2
99683078,11
99683096,1
99683104,1
99683147,1
99683152,1
99683184,2
99683213,1
99683279,179
99683294,1
99683333,1
99683409,4
99683466,1
99683497,1
99683571,1
99683619,1
99683733,3
99683738,1
99683822,1
99683873,2
99683933,3
99683974,1
99683985,4
99684012,10
99684015,1
99684115,1
99684149,1
99684156,2
99684192,1
99684223,2
99684321,1
99684339,4
99684467,1
99684556,1
99684645,8
99684646,1
99684727,1
99684836,1
99684840,1
99684872,1
99684923,2
99684930,3
99685035,5
99685091,3
99685106,1
99685127,1
99685212,1
99685241,4
99685295,1
99685372,1
99685498,3
99685621,1
99685622,4
99685627,23
99685628,1
99685674,2
99685724,1
99685735,2
99685869,9
99685923,12
99685948,1
99685972,14
99685996,1
99686041,1
99686044,5
99686079,1
99686126,8
99686156,1
99686164,1
99686215,1
99686266,1
99686274,1
99686377,1
99686381,3
99686433,2
99686457,1
99686465,1
99686587,1
99686588,17
99686698,1
99686702,1
99686747,1
99686750,3
99686787,1
99686850,1
99686888,1
99686891,1
99686898,1
99686903,2
99686906,2
99686910,2
99686969,1
99686972,6
99686974,1
99686995,1
99687050,1
99687096,1
99687097,1
99687111,1
99687113,1
99687175,1
99687238,1
99687294,3
99687371,2
99687386,1
99687471,1
99687656,1
99687692,1
99687750,1
99687756,1
99687757,1
99687768,1
99687786,9
99687789,1
99687822,1
99687881,1
99687884,1
99687898,1
99687921,4
99687923,2
99687955,3
99687981,1
99688003,1
99688054,2
99688074,5
99688133,2
99688149,1
99688175,1
99688191,4
99688248,16
99688310,4
99688382,12
99688522,2
99688532,1
99688639,1
99688717,1
99688741,2
99688786,5
99688805,1
99688817,8
99688843,7
99688849,2
99688957,1
99689005,1
99689089,6
99689142,1
99689172,1
99689177,1
99689178,1
99689195,2
99689203,3
99689241,37
99689264,1
99689302,1
99689335,2
99689343,1
99689355,1
99689369,1
99689372,1
99689377,1
99689386,2
99689532,2
99689538,8
99689617,1
99689683,2
99689704,2
99689739,2
99689798,1
99689828,1
99689944,2
99689949,2
99689979,1
99690003,1
99690032,1
99690047,1
99690048,6
99690111,7
99690176,1
99690233,2
99690242,3
99690260,13
99690341,1
99690443,1
99690503,1
99690541,3
99690557,141
99690626,1
99690639,1
99690672,8
99690675,1
99690832,2
99690858,3
99691111,8
99691191,1
99691204,1
99691225,3
99691274,1
99691358,5
99691483,1
99691490,1
99691528,9
99691529,2
99691538,1
99691574,112
99691576,4
99691607,2
99691639,10
99691684,1
99691691,1
99691780,1
99691847,1
99691982,1
99692056,1
99692335,1
99692504,3
99692615,3
99692674,1
99692705,272
99692720,7
99692733,3
99692745,1
99692754,3
99692904,1
99692928,1
99692930,1
99692976,2
99692996,1
99693020,1
99693055,1
99693100,1
99693114,7
99693321,1
99693504,1
99693516,33
99693537,1
99693555,1
99693593,3
99693694,1
99693737,3
99693752,1
99693776,35
99693793,1
99693828,1
99693835,1
99693841,2
99693854,21
99693913,7
99693935,2
99693957,3
99694066,1
99694155,4
99694161,1
99694202,1
99694216,1
99694260,1
99694266,1
99694268,4
99694287,1
99694302,3
99694314,1
99694386,1
99694394,4
99694423,1
99694498,1
99694559,5
99694607,4
99694699,1
99694704,4
99694747,1
99694795,35
99694822,1
99694849,1
99694855,4
99694886,4
99694896,3
99694905,4
99694939,2
99694970,1
99694982,4
99694990,1
99694991,1
99695006,4
99695021,4
99695024,1
99695070,1
99695073,4
99695124,1
99695196,4
99695227,24
99695251,4
99695324,1
99695335,1
99695384,3
99695506,2
99695546,1
99695561,3
99695562,1
99695566,1
99695597,1
99695629,32
99695662,1
99695693,7
99695703,1
99695904,1
99695967,1
99695989,1
99696002,1
99696032,1
99696072,1
99696073,1
99696101,1
99696137,112
99696143,2
99696161,2
99696230,1
99696251,7
99696269,1
99696405,1
99696419,2
99696615,3
99696755,2
99696784,1
99696870,6
99696958,3
99697127,1
99697198,1
99697238,1
99697324,1
99697373,1
99697383,1
99697385,1
99697390,4
99697447,1
99697454,1
99697470,2
99697474,3
99697517,1
99697518,1
99697522,3
99697551,2
99697586,3
99697707,1
99697716,8
99697730,3
99697731,1
99697788,1
99697789,1
99697797,3
99697802,1
99697804,11
99697809,4
99697888,1
99697931,1
99697953,1
99697975,1
99697979,1
99697982,3
99697995,1
99698018,3
99698044,1
99698054,1
99698133,1
99698149,1
99698159,1
99698163,1
99698237,14
99698296,1
99698392,1
99698420,1
99698481,1
99698500,1
99698542,1
99698619,3
99698689,1
99698690,1
99698721,1
99698770,1
99698829,1
99698975,1
99699030,1
99699043,1
99699123,2
99699144,1
99699149,1
99699152,1
99699247,2
99699279,1
99699306,1
99699389,1
99699401,4
99699407,1
99699432,5
99699456,1
99699459,1
99699476,7
99699489,2
99699514,6
99699526,1
99699555,74
99699571,1
99699595,1
99699624,1
99699731,1
99699767,1
99699793,1
99699794,2
99699795,1
99699813,2
99699814,3
99699853,2
99699858,2
99699903,2
99699922,97
99699965,2
99699970,11
99699972,2
99700019,1
99700078,1
99700094,1
99700137,1
99700202,1
99700209,4
99700210,2
99700212,1
99700234,18
99700264,1
99700359,1
99700361,2
99700428,1
99700429,2
99700460,2
99700476,1
99700574,1
99700598,1
99700723,5
99700756,1
99700866,2
99700978,1
99701076,1
99701108,1
99701147,47
99701156,2
99701266,2
99701315,6
99701332,4
99701335,1
99701356,1
99701382,2
99701387,4
99701390,7
99701401,2
99701476,6
99701524,1
99701557,1
99701579,3
99701620,1
99701710,1
99701779,8
99701834,1
99701835,4
99701838,4
99701886,4
99701901,2
99702031,5
99702057,4
99702059,1
99702085,1
99702122,1
99702173,4
99702216,1
99702231,1
99702279,1
99702284,1
99702287,2
99702307,7
99702320,5
99702334,2
99702401,11
99702410,1
99702425,6
99702428,1
99702498,2
99702501,1
99702627,2
99702713,1
99702742,2
99702806,2
99702868,4
99702970,4
99702994,19
99703001,1
99703032,4
99703162,1
99703201,1
99703205,2
99703262,1
99703333,1
99703351,1
99703432,1
99703471,1
99703476,1
99703515,4
99703586,1
99703617,1
99703622,3
99703641,1
99703642,1
99703697,1
99703754,1
99703786,1
99703789,1
99703808,1
99703814,1
99703876,1
99703930,1
99703962,1
99704034,1
99704049,2
99704108,1
99704137,2
99704195,1
99704241,16
99704249,1
99704257,272
99704330,1
99704361,1
99704478,2
99704485,13
99704502,4
99704553,1
99704558,2
99704564,1
99704586,2
99704602,91
99704603,2
99704669,1
99704717,1
99704729,6
99704820,2
99704895,4
99704929,5
99704933,1
99704974,1
99705014,1
99705067,1
99705119,2
99705127,1
99705200,1
99705202,2
99705226,4
99705288,2
99705360,2
99705378,1
99705402,2
99705489,2
99705584,1
99705826,1
99705828,3
99705852,2
99706001,1
99706192,1
99706248,2
99706287,2
99706359,2
99706433,1
99706440,9
99706450,3
99706498,2
99706509,1
99706563,25
99706570,1
99706580,1
99706588,1
99706615,2
99706616,2
99706674,1
99706698,2
99706710,2
99706725,2
99706792,1
99706815,1
99706949,1
99706950,2
99706955,1
99707103,3
99707127,1
99707129,22
99707148,74
99707158,2
99707177,8
99707246,2
99707317,1
99707425,4
99707461,5
99707466,2
99707476,2
99707478,1
99707608,2
99707631,8
99707752,74
99707759,1
99708101,1
99708109,5
99708123,1
99708203,2
99708315,14
99708460,1
99708476,4
99708482,1
99708507,1
99708571,81
99708644,1
99708700,69
99708712,1
99708779,1
99708797,1
99708811,3
99708813,1
99708860,11
99708932,2
99709070,1
99709110,1
99709117,3
99709212,1
99709241,1
99709252,3
99709299,4
99709336,3
99709417,1
99709444,1
99709482,7
99709521,3
99709536,3
99709582,2
99709586,6
99709683,1
99709695,5
99709880,12
99709902,1
99709923,3
99709924,1
99709957,1
99709961,10
99710012,1
99710102,1
99710113,1
99710131,4
99710157,2
99710180,1
99710296,10
99710302,2
99710328,1
99710390,6
99710414,2
99710627,1
99710633,1
99710678,2
99710752,1
99710761,3
99710799,3
99710826,9
99710848,3
99710911,1
99710946,1
99710963,1
99710979,1
99711007,1
99711008,1
99711018,1
99711082,1
99711093,3
99711119,4
99711166,1
99711207,2
99711295,5
99711338,1
99711398,1
99711408,2
99711436,1
99711472,2
99711519,2
99711551,1
99711605,16
99711624,16
99711676,4
99711711,1
99711894,2
99711927,1
99711930,2
99711932,1
99711992,9
99712025,2
99712064,2
99712099,7
99712142,1
99712151,1
99712199,2
99712259,14
99712261,1
99712300,9
99712397,5
99712413,1
99712448,4
99712461,10
99712507,2
99712537,3
99712548,1
99712599,1
99712600,2
99712623,1
99712655,3
99712742,3
99712752,2
99712861,2
99712883,5
99712888,2
99712919,2
99712920,2
99712955,11
99713070,2
99713134,1
99713142,1
99713171,2
99713207,4
99713211,2
99713217,2
